PassYards|RushYards|ReceivingYards|Receptions|Touchdowns|Interceptions|Fumbles|Position
472|134|25|1|6.06|1|0|QB
248|33|0|0|2.81|2|0|QB
255|164|0|0|4.19|2|1|QB
287|169|0|0|4.56|2|0|QB
134|131|25|1|2.65|2|0|QB
355|189|25|1|5.44|0|0|QB
103|99|0|0|2.02|0|1|QB
339|24|25|1|3.63|3|0|QB
269|103|0|0|3.72|0|1|QB
454|61|0|0|5.15|1|1|QB
276|105|0|0|3.81|2|0|QB
445|132|25|1|5.77|3|0|QB
457|15|0|0|4.72|3|0|QB
244|142|25|1|3.86|0|1|QB
249|161|0|0|4.1|2|1|QB
402|148|25|1|5.5|2|0|QB
323|163|25|1|4.86|3|0|QB
382|144|25|1|5.26|3|1|QB
499|111|25|1|6.1|3|1|QB
419|71|25|1|4.9|0|0|QB
296|192|25|1|4.88|2|1|QB
363|-6|0|0|3.57|0|1|QB
370|7|25|1|3.77|2|0|QB
376|4|25|1|3.8|1|1|QB
210|6|25|1|2.16|0|1|QB
323|1|0|0|3.24|3|1|QB
415|92|25|1|5.07|1|1|QB
363|183|0|0|5.46|1|0|QB
143|114|25|1|2.57|3|1|QB
331|188|0|0|5.19|2|1|QB
489|84|0|0|5.73|2|0|QB
479|78|0|0|5.57|0|1|QB
443|113|25|1|5.56|2|0|QB
454|-8|0|0|4.46|1|0|QB
191|68|25|1|2.59|2|1|QB
201|30|0|0|2.31|2|1|QB
211|123|0|0|3.34|0|1|QB
437|25|0|0|4.62|1|0|QB
106|34|25|1|1.4|1|0|QB
416|42|25|1|4.58|0|0|QB
371|21|0|0|3.92|0|0|QB
328|14|25|1|3.42|0|1|QB
215|123|0|0|3.38|0|0|QB
263|134|25|1|3.97|0|1|QB
300|47|0|0|3.47|0|1|QB
406|126|0|0|5.32|2|1|QB
152|127|25|1|2.79|2|1|QB
171|2|0|0|1.73|0|0|QB
371|85|0|0|4.56|3|0|QB
357|16|0|0|3.73|2|1|QB
184|110|0|0|2.94|3|1|QB
253|65|25|1|3.18|1|0|QB
169|165|0|0|3.34|0|1|QB
152|118|25|1|2.7|0|0|QB
299|54|25|1|3.53|2|1|QB
480|184|25|1|6.64|1|0|QB
325|173|0|0|4.98|0|1|QB
324|46|0|0|3.7|3|0|QB
393|188|25|1|5.81|1|1|QB
336|33|0|0|3.69|3|1|QB
395|12|0|0|4.07|3|0|QB
468|3|25|1|4.71|0|0|QB
228|91|0|0|3.19|2|0|QB
259|81|25|1|3.4|2|1|QB
425|29|25|1|4.54|2|1|QB
445|-2|25|1|4.43|1|0|QB
370|133|0|0|5.03|1|1|QB
113|109|25|1|2.22|1|0|QB
225|-9|25|1|2.16|0|1|QB
361|27|25|1|3.88|0|0|QB
168|130|0|0|2.98|1|1|QB
404|166|0|0|5.7|2|1|QB
167|175|0|0|3.42|2|1|QB
205|28|0|0|2.33|1|1|QB
488|102|0|0|5.9|3|1|QB
354|80|25|1|4.34|2|0|QB
410|22|25|1|4.32|3|1|QB
376|186|25|1|5.62|2|0|QB
255|179|0|0|4.34|0|0|QB
246|44|0|0|2.9|3|0|QB
481|15|25|1|4.96|1|0|QB
234|44|0|0|2.78|0|0|QB
479|161|0|0|6.4|3|0|QB
451|39|0|0|4.9|0|1|QB
228|103|25|1|3.31|3|0|QB
127|91|0|0|2.18|2|0|QB
298|83|0|0|3.81|2|0|QB
415|30|0|0|4.45|3|0|QB
279|67|0|0|3.46|3|1|QB
408|165|0|0|5.73|3|0|QB
277|34|25|1|3.11|3|0|QB
475|170|0|0|6.45|2|0|QB
231|100|25|1|3.31|0|0|QB
160|140|25|1|3|0|1|QB
364|82|0|0|4.46|2|0|QB
157|29|25|1|1.86|0|1|QB
167|83|0|0|2.5|3|1|QB
136|168|0|0|3.04|3|0|QB
291|182|25|1|4.73|3|1|QB
474|120|0|0|5.94|2|1|QB
127|123|0|0|2.5|3|0|QB
425|62|0|0|4.87|0|0|QB
120|56|25|1|1.76|0|0|QB
161|25|0|0|1.86|2|1|QB
461|83|25|1|5.44|2|1|QB
437|192|25|1|6.29|1|0|QB
463|143|25|1|6.06|1|0|QB
500|146|0|0|6.46|3|0|QB
117|168|0|0|2.85|1|1|QB
191|48|25|1|2.39|3|1|QB
113|157|0|0|2.7|0|1|QB
499|141|0|0|6.4|2|1|QB
481|26|0|0|5.07|2|0|QB
207|1|25|1|2.08|2|0|QB
156|43|25|1|1.99|3|0|QB
182|35|0|0|2.17|2|1|QB
154|0|0|0|1.54|1|1|QB
211|187|0|0|3.98|1|0|QB
121|67|0|0|1.88|3|1|QB
263|69|0|0|3.32|3|0|QB
172|184|0|0|3.56|3|1|QB
153|106|25|1|2.59|0|1|QB
253|79|0|0|3.32|1|0|QB
139|165|25|1|3.04|0|0|QB
174|87|0|0|2.61|3|0|QB
147|31|0|0|1.78|0|1|QB
401|124|0|0|5.25|3|1|QB
411|50|0|0|4.61|1|1|QB
298|98|0|0|3.96|2|0|QB
451|96|0|0|5.47|0|1|QB
212|17|0|0|2.29|3|0|QB
253|166|25|1|4.19|2|0|QB
498|80|25|1|5.78|1|1|QB
156|71|25|1|2.27|1|0|QB
243|82|25|1|3.25|3|0|QB
152|70|0|0|2.22|3|0|QB
139|112|0|0|2.51|3|0|QB
295|122|25|1|4.17|1|1|QB
173|156|0|0|3.29|0|0|QB
358|48|0|0|4.06|1|0|QB
177|12|0|0|1.89|2|1|QB
446|69|25|1|5.15|1|0|QB
431|134|25|1|5.65|1|0|QB
223|109|0|0|3.32|1|0|QB
335|14|0|0|3.49|2|0|QB
344|-5|0|0|3.39|2|1|QB
391|92|25|1|4.83|3|1|QB
438|106|25|1|5.44|0|0|QB
157|-8|0|0|1.49|3|0|QB
476|183|0|0|6.59|1|1|QB
165|96|25|1|2.61|3|1|QB
388|130|25|1|5.18|3|1|QB
100|12|0|0|1.12|0|0|QB
325|183|0|0|5.08|0|1|QB
405|106|0|0|5.11|3|0|QB
162|6|25|1|1.68|3|0|QB
425|178|25|1|6.03|1|0|QB
312|89|0|0|4.01|1|1|QB
109|21|25|1|1.3|3|1|QB
218|18|25|1|2.36|2|1|QB
205|79|25|1|2.84|2|1|QB
116|89|0|0|2.05|2|0|QB
438|108|25|1|5.46|2|0|QB
178|143|25|1|3.21|1|1|QB
381|44|25|1|4.25|2|1|QB
444|134|25|1|5.78|0|0|QB
122|174|25|1|2.96|2|0|QB
307|10|25|1|3.17|0|0|QB
313|20|0|0|3.33|2|1|QB
245|131|25|1|3.76|0|1|QB
486|-9|0|0|4.77|3|1|QB
494|129|25|1|6.23|0|1|QB
373|104|25|1|4.77|0|0|QB
268|199|0|0|4.67|1|1|QB
300|150|25|1|4.5|2|0|QB
268|119|0|0|3.87|0|1|QB
492|165|25|1|6.57|3|0|QB
264|49|25|1|3.13|3|1|QB
497|188|0|0|6.85|3|1|QB
422|176|25|1|5.98|3|1|QB
280|177|25|1|4.57|2|1|QB
169|146|25|1|3.15|0|1|QB
435|91|0|0|5.26|1|1|QB
257|67|25|1|3.24|2|0|QB
304|64|0|0|3.68|3|1|QB
294|57|25|1|3.51|3|0|QB
363|101|0|0|4.64|2|0|QB
221|58|0|0|2.79|2|1|QB
497|72|25|1|5.69|2|1|QB
332|153|25|1|4.85|3|0|QB
295|38|25|1|3.33|2|1|QB
500|26|25|1|5.26|1|0|QB
432|163|25|1|5.95|1|1|QB
409|190|0|0|5.99|2|0|QB
463|127|0|0|5.9|0|0|QB
276|0|25|1|2.76|1|0|QB
105|47|0|0|1.52|3|0|QB
190|126|25|1|3.16|2|1|QB
429|1|0|0|4.3|1|1|QB
321|146|0|0|4.67|3|0|QB
345|126|0|0|4.71|1|0|QB
385|3|25|1|3.88|0|0|QB
402|115|25|1|5.17|2|0|QB
234|153|0|0|3.87|0|1|QB
247|18|25|1|2.65|0|1|QB
311|45|0|0|3.56|2|1|QB
290|194|25|1|4.84|0|1|QB
316|191|25|1|5.07|1|0|QB
240|129|0|0|3.69|2|1|QB
361|170|25|1|5.31|3|0|QB
107|194|25|1|3.01|2|1|QB
268|159|25|1|4.27|3|0|QB
304|38|0|0|3.42|3|0|QB
377|69|25|1|4.46|2|0|QB
273|142|0|0|4.15|3|0|QB
205|141|0|0|3.46|2|1|QB
311|56|0|0|3.67|1|0|QB
442|114|0|0|5.56|3|1|QB
386|29|25|1|4.15|0|0|QB
375|122|25|1|4.97|1|0|QB
325|48|25|1|3.73|1|1|QB
252|126|25|1|3.78|3|0|QB
303|44|0|0|3.47|0|0|QB
498|11|0|0|5.09|2|0|QB
118|178|25|1|2.96|0|1|QB
402|140|25|1|5.42|1|1|QB
133|36|0|0|1.69|3|0|QB
338|26|25|1|3.64|2|0|QB
490|140|0|0|6.3|2|0|QB
208|142|25|1|3.5|1|0|QB
211|112|0|0|3.23|0|0|QB
151|88|25|1|2.39|2|1|QB
139|106|0|0|2.45|1|1|QB
128|181|0|0|3.09|1|1|QB
373|160|0|0|5.33|1|1|QB
414|164|25|1|5.78|3|1|QB
172|104|25|1|2.76|2|1|QB
390|79|25|1|4.69|1|0|QB
218|30|25|1|2.48|0|1|QB
382|200|25|1|5.82|0|1|QB
242|16|25|1|2.58|3|1|QB
169|158|25|1|3.27|1|0|QB
416|31|25|1|4.47|2|1|QB
445|173|25|1|6.18|1|1|QB
358|60|0|0|4.18|1|1|QB
397|152|25|1|5.49|3|1|QB
274|125|25|1|3.99|0|1|QB
493|173|0|0|6.66|1|0|QB
301|161|0|0|4.62|0|0|QB
415|29|0|0|4.44|2|1|QB
173|167|0|0|3.4|2|0|QB
117|169|0|0|2.86|3|0|QB
324|2|25|1|3.26|2|0|QB
239|100|25|1|3.39|2|1|QB
161|58|25|1|2.19|0|1|QB
176|126|25|1|3.02|0|1|QB
348|196|25|1|5.44|1|0|QB
497|165|0|0|6.62|2|1|QB
484|164|25|1|6.48|1|1|QB
484|46|25|1|5.3|0|0|QB
172|131|0|0|3.03|3|1|QB
333|96|0|0|4.29|2|0|QB
246|56|0|0|3.02|3|1|QB
292|90|25|1|3.82|3|1|QB
493|130|25|1|6.23|0|1|QB
256|22|0|0|2.78|3|0|QB
449|69|25|1|5.18|1|0|QB
278|98|25|1|3.76|3|1|QB
455|98|0|0|5.53|0|0|QB
131|5|0|0|1.36|1|1|QB
461|136|0|0|5.97|0|0|QB
387|57|25|1|4.44|0|0|QB
250|9|25|1|2.59|1|0|QB
167|30|25|1|1.97|1|1|QB
375|186|25|1|5.61|1|0|QB
267|70|25|1|3.37|0|0|QB
379|102|0|0|4.81|0|0|QB
155|-5|25|1|1.5|1|0|QB
342|120|25|1|4.62|0|1|QB
248|91|0|0|3.39|1|0|QB
181|-2|0|0|1.79|1|1|QB
332|189|25|1|5.21|2|1|QB
360|157|0|0|5.17|0|1|QB
335|154|0|0|4.89|2|1|QB
118|192|25|1|3.1|3|1|QB
499|30|25|1|5.29|3|1|QB
167|-6|0|0|1.61|0|0|QB
340|7|25|1|3.47|0|0|QB
241|68|0|0|3.09|2|1|QB
228|126|25|1|3.54|1|1|QB
103|167|0|0|2.7|2|1|QB
332|54|25|1|3.86|0|0|QB
357|68|25|1|4.25|3|1|QB
466|135|25|1|6.01|2|0|QB
267|130|25|1|3.97|0|0|QB
168|18|25|1|1.86|2|1|QB
121|146|0|0|2.67|3|1|QB
152|170|0|0|3.22|1|1|QB
171|183|25|1|3.54|3|0|QB
401|146|0|0|5.47|1|1|QB
315|-10|0|0|3.05|3|1|QB
184|195|0|0|3.79|0|1|QB
242|124|25|1|3.66|2|1|QB
260|0|25|1|2.6|0|0|QB
137|38|25|1|1.75|2|1|QB
202|65|25|1|2.67|1|1|QB
431|111|0|0|5.42|3|1|QB
130|107|25|1|2.37|0|0|QB
439|34|0|0|4.73|0|0|QB
182|173|0|0|3.55|0|1|QB
145|170|25|1|3.15|0|1|QB
308|189|0|0|4.97|2|1|QB
457|190|25|1|6.47|1|1|QB
489|85|25|1|5.74|3|0|QB
371|107|25|1|4.78|3|0|QB
424|135|0|0|5.59|0|1|QB
459|173|25|1|6.32|2|1|QB
138|121|0|0|2.59|0|0|QB
419|33|0|0|4.52|2|1|QB
229|95|0|0|3.24|2|1|QB
129|179|0|0|3.08|1|0|QB
172|87|25|1|2.59|3|0|QB
182|42|0|0|2.24|1|0|QB
459|32|25|1|4.91|3|1|QB
191|96|0|0|2.87|0|1|QB
487|120|25|1|6.7444444444444|0|0|QB
454|58|0|0|5.6888888888889|1|0|QB
238|175|0|0|4.5888888888889|0|0|QB
523|73|0|0|6.6222222222222|2|0|QB
445|80|25|1|5.8333333333333|0|0|QB
566|123|0|0|7.6555555555556|2|0|QB
367|198|25|1|6.2777777777778|0|0|QB
346|173|25|1|5.7666666666667|2|0|QB
567|16|0|0|6.4777777777778|0|0|QB
482|7|25|1|5.4333333333333|0|0|QB
498|103|25|1|6.6777777777778|0|0|QB
544|12|0|0|6.1777777777778|2|0|QB
411|137|25|1|6.0888888888889|2|0|QB
322|69|0|0|4.3444444444444|2|0|QB
595|160|25|1|8.3888888888889|0|0|QB
231|142|25|1|4.1444444444444|1|0|QB
319|198|25|1|5.7444444444444|1|0|QB
375|67|25|1|4.9111111111111|2|0|QB
513|101|25|1|6.8222222222222|2|0|QB
579|97|25|1|7.5111111111111|1|0|QB
269|63|25|1|3.6888888888889|0|0|QB
571|86|0|0|7.3|0|0|QB
570|11|25|1|6.4555555555556|1|0|QB
542|62|0|0|6.7111111111111|1|0|QB
373|166|0|0|5.9888888888889|0|0|QB
343|4|0|0|3.8555555555556|2|0|QB
547|78|0|0|6.9444444444444|0|0|QB
555|132|0|0|7.6333333333333|0|0|QB
346|-4|25|1|3.8|0|0|QB
373|62|25|1|4.8333333333333|2|0|QB
467|152|0|0|6.8777777777778|1|0|QB
277|159|0|0|4.8444444444444|0|0|QB
431|167|0|0|6.6444444444444|2|0|QB
472|139|25|1|6.7888888888889|0|0|QB
219|12|25|1|2.5666666666667|0|0|QB
588|171|25|1|8.4333333333333|0|0|QB
494|5|0|0|5.5444444444444|1|0|QB
523|69|0|0|6.5777777777778|2|0|QB
505|16|25|1|5.7888888888889|2|0|QB
440|121|25|1|6.2333333333333|2|0|QB
288|8|25|1|3.2888888888889|0|0|QB
453|79|0|0|5.9111111111111|1|0|QB
542|51|25|1|6.5888888888889|0|0|QB
597|41|25|1|7.0888888888889|0|0|QB
346|132|25|1|5.3111111111111|2|0|QB
308|170|25|1|5.3111111111111|1|0|QB
433|12|0|0|4.9444444444444|2|0|QB
314|75|0|0|4.3222222222222|1|0|QB
369|-7|0|0|4.0222222222222|1|0|QB
535|113|0|0|7.2|1|0|QB
561|184|25|1|8.2777777777778|2|0|QB
595|88|0|0|7.5888888888889|0|0|QB
450|24|25|1|5.2666666666667|0|0|QB
442|82|0|0|5.8222222222222|2|0|QB
288|148|25|1|4.8444444444444|2|0|QB
407|29|25|1|4.8444444444444|0|0|QB
506|-3|25|1|5.5888888888889|1|0|QB
577|130|25|1|7.8555555555556|1|0|QB
423|194|25|1|6.8555555555556|1|0|QB
213|10|0|0|2.4777777777778|1|0|QB
555|7|25|1|6.2444444444444|0|0|QB
553|12|0|0|6.2777777777778|1|0|QB
575|162|25|1|8.1888888888889|1|0|QB
508|192|25|1|7.7777777777778|1|0|QB
215|-7|25|1|2.3111111111111|2|0|QB
477|37|0|0|5.7111111111111|0|0|QB
420|70|0|0|5.4444444444444|0|0|QB
234|42|25|1|3.0666666666667|1|0|QB
350|91|0|0|4.9|2|0|QB
549|160|25|1|7.8777777777778|1|0|QB
480|90|0|0|6.3333333333333|0|0|QB
223|104|0|0|3.6333333333333|0|0|QB
246|-1|25|1|2.7222222222222|2|0|QB
382|160|0|0|6.0222222222222|2|0|QB
332|110|25|1|4.9111111111111|0|0|QB
402|91|25|1|5.4777777777778|0|0|QB
328|7|25|1|3.7222222222222|2|0|QB
281|156|0|0|4.8555555555556|1|0|QB
269|8|0|0|3.0777777777778|1|0|QB
310|61|0|0|4.1222222222222|0|0|QB
263|140|0|0|4.4777777777778|0|0|QB
398|200|25|1|6.6444444444444|0|0|QB
524|154|25|1|7.5333333333333|0|0|QB
367|-9|0|0|3.9777777777778|2|0|QB
229|88|25|1|3.5222222222222|0|0|QB
362|45|25|1|4.5222222222222|2|0|QB
314|97|0|0|4.5666666666667|0|0|QB
332|27|25|1|3.9888888888889|2|0|QB
519|-1|0|0|5.7555555555556|0|0|QB
404|90|0|0|5.4888888888889|2|0|QB
214|163|0|0|4.1888888888889|2|0|QB
408|97|25|1|5.6111111111111|1|0|QB
355|12|0|0|4.0777777777778|2|0|QB
321|114|25|1|4.8333333333333|0|0|QB
547|172|0|0|7.9888888888889|2|0|QB
399|23|0|0|4.6888888888889|2|0|QB
525|93|25|1|6.8666666666667|1|0|QB
324|94|25|1|4.6444444444444|2|0|QB
451|2|0|0|5.0333333333333|1|0|QB
502|172|25|1|7.4888888888889|1|0|QB
239|79|25|1|3.5333333333333|1|0|QB
589|200|0|0|8.7666666666667|0|0|QB
346|-10|0|0|3.7333333333333|1|0|QB
566|46|25|1|6.8|1|0|QB
422|162|0|0|6.4888888888889|0|0|QB
375|128|0|0|5.5888888888889|1|0|QB
501|38|0|0|5.9888888888889|0|0|QB
600|184|25|1|8.7111111111111|0|0|QB
387|198|0|0|6.5|1|0|QB
360|66|0|0|4.7333333333333|1|0|QB
310|72|25|1|4.2444444444444|1|0|QB
434|195|0|0|6.9888888888889|0|0|QB
573|39|0|0|6.8|1|0|QB
308|11|25|1|3.5444444444444|0|0|QB
360|49|25|1|4.5444444444444|0|0|QB
241|158|0|0|4.4333333333333|0|0|QB
426|16|0|0|4.9111111111111|1|0|QB
362|94|25|1|5.0666666666667|1|0|QB
538|103|25|1|7.1222222222222|1|0|QB
269|90|0|0|3.9888888888889|1|0|QB
546|73|25|1|6.8777777777778|1|0|QB
592|42|25|1|7.0444444444444|0|0|QB
553|79|0|0|7.0222222222222|0|0|QB
453|99|0|0|6.1333333333333|2|0|QB
389|135|0|0|5.8222222222222|0|0|QB
334|38|0|0|4.1333333333333|1|0|QB
249|26|25|1|3.0555555555556|2|0|QB
518|18|25|1|5.9555555555556|1|0|QB
340|179|25|1|5.7666666666667|0|0|QB
259|196|25|1|5.0555555555556|2|0|QB
247|77|25|1|3.6|1|0|QB
552|125|25|1|7.5222222222222|1|0|QB
320|-3|0|0|3.5222222222222|1|0|QB
522|96|0|0|6.8666666666667|0|0|QB
245|162|0|0|4.5222222222222|1|0|QB
475|-10|25|1|5.1666666666667|0|0|QB
473|173|25|1|7.1777777777778|1|0|QB
271|125|25|1|4.4|1|0|QB
323|161|0|0|5.3777777777778|1|0|QB
220|191|25|1|4.5666666666667|1|0|QB
341|195|0|0|5.9555555555556|2|0|QB
302|47|25|1|3.8777777777778|2|0|QB
260|79|25|1|3.7666666666667|1|0|QB
430|72|0|0|5.5777777777778|1|0|QB
283|53|25|1|3.7333333333333|1|0|QB
561|184|0|0|8.2777777777778|0|0|QB
314|11|0|0|3.6111111111111|0|0|QB
532|157|0|0|7.6555555555556|1|0|QB
535|167|25|1|7.8|1|0|QB
542|132|25|1|7.4888888888889|2|0|QB
549|119|25|1|7.4222222222222|2|0|QB
543|99|25|1|7.1333333333333|0|0|QB
434|114|25|1|6.0888888888889|2|0|QB
232|87|0|0|3.5444444444444|1|0|QB
397|136|25|1|5.9222222222222|2|0|QB
555|189|25|1|8.2666666666667|1|0|QB
314|149|25|1|5.1444444444444|0|0|QB
327|11|25|1|3.7555555555556|0|0|QB
600|-3|25|1|6.6333333333333|0|0|QB
428|-3|0|0|4.7222222222222|1|0|QB
562|89|25|1|7.2333333333333|1|0|QB
312|-9|25|1|3.3666666666667|0|0|QB
550|199|0|0|8.3222222222222|1|0|QB
257|144|25|1|4.4555555555556|2|0|QB
493|51|0|0|6.0444444444444|1|0|QB
268|106|25|1|4.1555555555556|0|0|QB
339|182|0|0|5.7888888888889|1|0|QB
572|92|25|1|7.3777777777778|1|0|QB
321|119|0|0|4.8888888888889|2|0|QB
270|34|0|0|3.3777777777778|0|0|QB
239|112|25|1|3.9|1|0|QB
559|8|0|0|6.3|2|0|QB
294|90|0|0|4.2666666666667|2|0|QB
447|200|25|1|7.1888888888889|1|0|QB
537|128|0|0|7.3888888888889|2|0|QB
543|170|0|0|7.9222222222222|1|0|QB
562|32|0|0|6.6|1|0|QB
246|138|0|0|4.2666666666667|0|0|QB
231|29|25|1|2.8888888888889|2|0|QB
378|17|0|0|4.3888888888889|2|0|QB
443|28|25|1|5.2333333333333|2|0|QB
243|184|25|1|4.7444444444444|0|0|QB
465|80|25|1|6.0555555555556|2|0|QB
508|61|25|1|6.3222222222222|0|0|QB
554|136|25|1|7.6666666666667|0|0|QB
520|56|25|1|6.4|1|0|QB
303|186|25|1|5.4333333333333|0|0|QB
449|70|0|0|5.7666666666667|0|0|QB
366|79|25|1|4.9444444444444|1|0|QB
505|63|0|0|6.3111111111111|2|0|QB
345|140|0|0|5.3888888888889|2|0|QB
391|111|25|1|5.5777777777778|0|0|QB
497|111|0|0|6.7555555555556|0|0|QB
555|85|0|0|7.1111111111111|1|0|QB
549|20|0|0|6.3222222222222|0|0|QB
288|120|0|0|4.5333333333333|2|0|QB
556|129|0|0|7.6111111111111|1|0|QB
548|89|25|1|7.0777777777778|2|0|QB
556|149|0|0|7.8333333333333|0|0|QB
315|88|0|0|4.4777777777778|0|0|QB
225|100|0|0|3.6111111111111|1|0|QB
283|143|25|1|4.7333333333333|0|0|QB
217|192|0|0|4.5444444444444|1|0|QB
490|23|0|0|5.7|0|0|QB
322|16|25|1|3.7555555555556|0|0|QB
246|58|25|1|3.3777777777778|2|0|QB
301|71|25|1|4.1333333333333|1|0|QB
458|112|25|1|6.3333333333333|1|0|QB
530|128|25|1|7.3111111111111|2|0|QB
290|104|0|0|4.3777777777778|1|0|QB
293|145|25|1|4.8666666666667|2|0|QB
571|104|0|0|7.5|1|0|QB
428|98|0|0|5.8444444444444|1|0|QB
265|110|25|1|4.1666666666667|1|0|QB
529|93|25|1|6.9111111111111|2|0|QB
378|172|25|1|6.1111111111111|2|0|QB
589|66|0|0|7.2777777777778|2|0|QB
534|-6|0|0|5.8666666666667|2|0|QB
525|131|25|1|7.2888888888889|0|0|QB
572|58|25|1|7|2|0|QB
341|99|0|0|4.8888888888889|1|0|QB
380|133|25|1|5.7|0|0|QB
358|90|25|1|4.9777777777778|2|0|QB
569|74|25|1|7.1444444444444|1|0|QB
281|28|0|0|3.4333333333333|0|0|QB
493|149|0|0|7.1333333333333|1|0|QB
340|121|0|0|5.1222222222222|1|0|QB
569|75|25|1|7.1555555555556|0|0|QB
542|129|25|1|7.4555555555556|0|0|QB
408|58|0|0|5.1777777777778|2|0|QB
583|169|25|1|8.3555555555556|1|0|QB
420|62|25|1|5.3555555555556|1|0|QB
508|187|0|0|7.7222222222222|2|0|QB
334|42|25|1|4.1777777777778|1|0|QB
311|187|25|1|5.5333333333333|1|0|QB
238|-8|25|1|2.5555555555556|2|0|QB
522|81|25|1|6.7|0|0|QB
445|194|0|0|7.1|1|0|QB
533|94|0|0|6.9666666666667|1|0|QB
495|114|0|0|6.7666666666667|2|0|QB
526|183|0|0|7.8777777777778|1|0|QB
526|110|25|1|7.0666666666667|0|0|QB
236|43|0|0|3.1|2|0|QB
362|12|25|1|4.1555555555556|2|0|QB
459|151|0|0|6.7777777777778|2|0|QB
596|13|0|0|6.7666666666667|0|0|QB
255|198|0|0|5.0333333333333|2|0|QB
370|175|25|1|6.0555555555556|1|0|QB
454|111|0|0|6.2777777777778|1|0|QB
528|145|0|0|7.4777777777778|1|0|QB
294|168|0|0|5.1333333333333|1|0|QB
594|71|25|1|7.3888888888889|2|0|QB
584|186|0|0|8.5555555555556|1|0|QB
479|36|25|1|5.7222222222222|1|0|QB
355|157|0|0|5.6888888888889|0|0|QB
297|183|0|0|5.3333333333333|0|0|QB
595|91|0|0|7.6222222222222|2|0|QB
389|176|25|1|6.2777777777778|0|0|QB
374|61|25|1|4.8333333333333|2|0|QB
473|52|25|1|5.8333333333333|1|0|QB
235|187|25|1|4.6888888888889|0|0|QB
335|130|0|0|5.1666666666667|0|0|QB
409|169|0|0|6.4222222222222|2|0|QB
323|135|25|1|5.0888888888889|0|0|QB
447|63|25|1|5.6666666666667|2|0|QB
217|183|25|1|4.4444444444444|2|0|QB
407|131|0|0|5.9777777777778|2|0|QB
562|52|0|0|6.8222222222222|2|0|QB
436|84|0|0|5.7777777777778|1|0|QB
202|46|25|1|2.7555555555556|2|0|QB
268|17|25|1|3.1666666666667|2|0|QB
389|61|25|1|5|0|0|QB
511|71|25|1|6.4666666666667|2|0|QB
400|1|25|1|4.4555555555556|2|0|QB
561|133|0|0|7.7111111111111|1|0|QB
236|56|0|0|3.2444444444444|0|0|QB
241|36|0|0|3.0777777777778|1|0|QB
