PassYards|RushYards|ReceivingYards|Receptions|Touchdowns|Interceptions|Fumbles|Position
410|22|25|1|4|3|1|QB
376|186|25|1|6|2|0|QB
255|179|0|0|4|0|0|QB
246|44|0|0|3|3|0|QB
481|15|25|1|5|1|0|QB
234|44|0|0|3|0|0|QB
479|161|0|0|6|3|0|QB
451|39|0|0|5|0|1|QB
228|103|25|1|3|3|0|QB
127|91|0|0|2|2|0|QB
298|83|0|0|4|2|0|QB
415|30|0|0|4|3|0|QB
279|67|0|0|3|3|1|QB
408|165|0|0|6|3|0|QB
277|34|25|1|3|3|0|QB
475|170|0|0|6|2|0|QB
231|100|25|1|3|0|0|QB
160|140|25|1|3|0|1|QB
364|82|0|0|4|2|0|QB
157|29|25|1|2|0|1|QB
167|83|0|0|2|3|1|QB
136|168|0|0|3|3|0|QB
291|182|25|1|5|3|1|QB
474|120|0|0|6|2|1|QB
127|123|0|0|2|3|0|QB
425|62|0|0|5|0|0|QB
120|56|25|1|2|0|0|QB
161|25|0|0|2|2|1|QB
461|83|25|1|5|2|1|QB
437|192|25|1|6|1|0|QB
463|143|25|1|6|1|0|QB
500|146|0|0|6|3|0|QB
117|168|0|0|3|1|1|QB
191|48|25|1|2|3|1|QB
113|157|0|0|3|0|1|QB
499|141|0|0|6|2|1|QB
481|26|0|0|5|2|0|QB
207|1|25|1|2|2|0|QB
156|43|25|1|2|3|0|QB
182|35|0|0|2|2|1|QB
154|0|0|0|2|1|1|QB
211|187|0|0|4|1|0|QB
121|67|0|0|2|3|1|QB
263|69|0|0|3|3|0|QB
172|184|0|0|4|3|1|QB
153|106|25|1|3|0|1|QB
253|79|0|0|3|1|0|QB
139|165|25|1|3|0|0|QB
174|87|0|0|3|3|0|QB
147|31|0|0|2|0|1|QB
401|124|0|0|5|3|1|QB
411|50|0|0|5|1|1|QB
298|98|0|0|4|2|0|QB
451|96|0|0|5|0|1|QB
212|17|0|0|2|3|0|QB
253|166|25|1|4|2|0|QB
498|80|25|1|6|1|1|QB
156|71|25|1|2|1|0|QB
243|82|25|1|3|3|0|QB
152|70|0|0|2|3|0|QB
139|112|0|0|3|3|0|QB
295|122|25|1|4|1|1|QB
173|156|0|0|3|0|0|QB
358|48|0|0|4|1|0|QB
177|12|0|0|2|2|1|QB
446|69|25|1|5|1|0|QB
431|134|25|1|6|1|0|QB
223|109|0|0|3|1|0|QB
335|14|0|0|3|2|0|QB
344|-5|0|0|3|2|1|QB
391|92|25|1|5|3|1|QB
438|106|25|1|5|0|0|QB
157|-8|0|0|1|3|0|QB
476|183|0|0|7|1|1|QB
165|96|25|1|3|3|1|QB
388|130|25|1|5|3|1|QB
100|12|0|0|1|0|0|QB
325|183|0|0|5|0|1|QB
405|106|0|0|5|3|0|QB
162|6|25|1|2|3|0|QB
425|178|25|1|6|1|0|QB
312|89|0|0|4|1|1|QB
109|21|25|1|1|3|1|QB
218|18|25|1|2|2|1|QB
205|79|25|1|3|2|1|QB
116|89|0|0|2|2|0|QB
438|108|25|1|5|2|0|QB
178|143|25|1|3|1|1|QB
381|44|25|1|4|2|1|QB
444|134|25|1|6|0|0|QB
122|174|25|1|3|2|0|QB
307|10|25|1|3|0|0|QB
313|20|0|0|3|2|1|QB
245|131|25|1|4|0|1|QB
486|-9|0|0|5|3|1|QB
494|129|25|1|6|0|1|QB
373|104|25|1|5|0|0|QB
268|199|0|0|5|1|1|QB
300|150|25|1|4|2|0|QB
268|119|0|0|4|0|1|QB
492|165|25|1|7|3|0|QB
264|49|25|1|3|3|1|QB
497|188|0|0|7|3|1|QB
422|176|25|1|6|3|1|QB
280|177|25|1|5|2|1|QB
169|146|25|1|3|0|1|QB
435|91|0|0|5|1|1|QB
257|67|25|1|3|2|0|QB
304|64|0|0|4|3|1|QB
294|57|25|1|4|3|0|QB
363|101|0|0|5|2|0|QB
221|58|0|0|3|2|1|QB
497|72|25|1|6|2|1|QB
332|153|25|1|5|3|0|QB
295|38|25|1|3|2|1|QB
500|26|25|1|5|1|0|QB
432|163|25|1|6|1|1|QB
409|190|0|0|6|2|0|QB
463|127|0|0|6|0|0|QB
276|0|25|1|3|1|0|QB
105|47|0|0|2|3|0|QB
190|126|25|1|3|2|1|QB
429|1|0|0|4|1|1|QB
321|146|0|0|5|3|0|QB
345|126|0|0|5|1|0|QB
385|3|25|1|4|0|0|QB
402|115|25|1|5|2|0|QB
234|153|0|0|4|0|1|QB
247|18|25|1|3|0|1|QB
311|45|0|0|4|2|1|QB
290|194|25|1|5|0|1|QB
316|191|25|1|5|1|0|QB
240|129|0|0|4|2|1|QB
361|170|25|1|5|3|0|QB
107|194|25|1|3|2|1|QB
268|159|25|1|4|3|0|QB
304|38|0|0|3|3|0|QB
377|69|25|1|4|2|0|QB
273|142|0|0|4|3|0|QB
205|141|0|0|3|2|1|QB
311|56|0|0|4|1|0|QB
442|114|0|0|6|3|1|QB
386|29|25|1|4|0|0|QB
375|122|25|1|5|1|0|QB
325|48|25|1|4|1|1|QB
252|126|25|1|4|3|0|QB
303|44|0|0|3|0|0|QB
498|11|0|0|5|2|0|QB
118|178|25|1|3|0|1|QB
402|140|25|1|5|1|1|QB
133|36|0|0|2|3|0|QB
338|26|25|1|4|2|0|QB
490|140|0|0|6|2|0|QB
208|142|25|1|4|1|0|QB
211|112|0|0|3|0|0|QB
151|88|25|1|2|2|1|QB
139|106|0|0|2|1|1|QB
128|181|0|0|3|1|1|QB
373|160|0|0|5|1|1|QB
414|164|25|1|6|3|1|QB
172|104|25|1|3|2|1|QB
390|79|25|1|5|1|0|QB
218|30|25|1|2|0|1|QB
382|200|25|1|6|0|1|QB
242|16|25|1|3|3|1|QB
169|158|25|1|3|1|0|QB
416|31|25|1|4|2|1|QB
445|173|25|1|6|1|1|QB
358|60|0|0|4|1|1|QB
397|152|25|1|5|3|1|QB
274|125|25|1|4|0|1|QB
493|173|0|0|7|1|0|QB
301|161|0|0|5|0|0|QB
415|29|0|0|4|2|1|QB
173|167|0|0|3|2|0|QB
117|169|0|0|3|3|0|QB
324|2|25|1|3|2|0|QB
239|100|25|1|3|2|1|QB
161|58|25|1|2|0|1|QB
176|126|25|1|3|0|1|QB
348|196|25|1|5|1|0|QB
497|165|0|0|7|2|1|QB
484|164|25|1|6|1|1|QB
484|46|25|1|5|0|0|QB
172|131|0|0|3|3|1|QB
333|96|0|0|4|2|0|QB
246|56|0|0|3|3|1|QB
292|90|25|1|4|3|1|QB
493|130|25|1|6|0|1|QB
256|22|0|0|3|3|0|QB
449|69|25|1|5|1|0|QB
278|98|25|1|4|3|1|QB
455|98|0|0|6|0|0|QB
131|5|0|0|1|1|1|QB
461|136|0|0|6|0|0|QB
387|57|25|1|4|0|0|QB
250|9|25|1|3|1|0|QB
167|30|25|1|2|1|1|QB
375|186|25|1|6|1|0|QB
267|70|25|1|3|0|0|QB
379|102|0|0|5|0|0|QB
155|-5|25|1|2|1|0|QB
342|120|25|1|5|0|1|QB
248|91|0|0|3|1|0|QB
181|-2|0|0|2|1|1|QB
332|189|25|1|5|2|1|QB
360|157|0|0|5|0|1|QB
335|154|0|0|5|2|1|QB
118|192|25|1|3|3|1|QB
499|30|25|1|5|3|1|QB
167|-6|0|0|2|0|0|QB
340|7|25|1|3|0|0|QB
241|68|0|0|3|2|1|QB
228|126|25|1|4|1|1|QB
103|167|0|0|3|2|1|QB
332|54|25|1|4|0|0|QB
357|68|25|1|4|3|1|QB
466|135|25|1|6|2|0|QB
267|130|25|1|4|0|0|QB
168|18|25|1|2|2|1|QB
121|146|0|0|3|3|1|QB
152|170|0|0|3|1|1|QB
171|183|25|1|4|3|0|QB
401|146|0|0|5|1|1|QB
315|-10|0|0|3|3|1|QB
184|195|0|0|4|0|1|QB
242|124|25|1|4|2|1|QB
260|0|25|1|3|0|0|QB
137|38|25|1|2|2|1|QB
202|65|25|1|3|1|1|QB
431|111|0|0|5|3|1|QB
130|107|25|1|2|0|0|QB
439|34|0|0|5|0|0|QB
182|173|0|0|4|0|1|QB
145|170|25|1|3|0|1|QB
308|189|0|0|5|2|1|QB
457|190|25|1|6|1|1|QB
489|85|25|1|6|3|0|QB
371|107|25|1|5|3|0|QB
424|135|0|0|6|0|1|QB
459|173|25|1|6|2|1|QB
138|121|0|0|3|0|0|QB
419|33|0|0|5|2|1|QB
229|95|0|0|3|2|1|QB
129|179|0|0|3|1|0|QB
172|87|25|1|3|3|0|QB
182|42|0|0|2|1|0|QB
459|32|25|1|5|3|1|QB
191|96|0|0|3|0|1|QB
487|120|25|1|7|0|0|QB
454|58|0|0|6|1|0|QB
238|175|0|0|5|0|0|QB
523|73|0|0|7|2|0|QB
445|80|25|1|6|0|0|QB
566|123|0|0|8|2|0|QB
367|198|25|1|6|0|0|QB
346|173|25|1|6|2|0|QB
567|16|0|0|6|0|0|QB
482|7|25|1|5|0|0|QB
498|103|25|1|7|0|0|QB
544|12|0|0|6|2|0|QB
411|137|25|1|6|2|0|QB
322|69|0|0|4|2|0|QB
595|160|25|1|8|0|0|QB
231|142|25|1|4|1|0|QB
319|198|25|1|6|1|0|QB
375|67|25|1|5|2|0|QB
513|101|25|1|7|2|0|QB
579|97|25|1|8|1|0|QB
269|63|25|1|4|0|0|QB
571|86|0|0|7|0|0|QB
570|11|25|1|6|1|0|QB
542|62|0|0|7|1|0|QB
373|166|0|0|6|0|0|QB
343|4|0|0|4|2|0|QB
547|78|0|0|7|0|0|QB
555|132|0|0|8|0|0|QB
346|-4|25|1|4|0|0|QB
373|62|25|1|5|2|0|QB
467|152|0|0|7|1|0|QB
277|159|0|0|5|0|0|QB
431|167|0|0|7|2|0|QB
472|139|25|1|7|0|0|QB
219|12|25|1|3|0|0|QB
588|171|25|1|8|0|0|QB
494|5|0|0|6|1|0|QB
523|69|0|0|7|2|0|QB
505|16|25|1|6|2|0|QB
440|121|25|1|6|2|0|QB
288|8|25|1|3|0|0|QB
453|79|0|0|6|1|0|QB
542|51|25|1|7|0|0|QB
597|41|25|1|7|0|0|QB
346|132|25|1|5|2|0|QB
308|170|25|1|5|1|0|QB
433|12|0|0|5|2|0|QB
314|75|0|0|4|1|0|QB
369|-7|0|0|4|1|0|QB
535|113|0|0|7|1|0|QB
561|184|25|1|8|2|0|QB
595|88|0|0|8|0|0|QB
450|24|25|1|5|0|0|QB
442|82|0|0|6|2|0|QB
288|148|25|1|5|2|0|QB
407|29|25|1|5|0|0|QB
506|-3|25|1|6|1|0|QB
577|130|25|1|8|1|0|QB
423|194|25|1|7|1|0|QB
213|10|0|0|2|1|0|QB
555|7|25|1|6|0|0|QB
553|12|0|0|6|1|0|QB
575|162|25|1|8|1|0|QB
508|192|25|1|8|1|0|QB
215|-7|25|1|2|2|0|QB
477|37|0|0|6|0|0|QB
420|70|0|0|5|0|0|QB
234|42|25|1|3|1|0|QB
350|91|0|0|5|2|0|QB
549|160|25|1|8|1|0|QB
480|90|0|0|6|0|0|QB
223|104|0|0|4|0|0|QB
246|-1|25|1|3|2|0|QB
382|160|0|0|6|2|0|QB
332|110|25|1|5|0|0|QB
402|91|25|1|5|0|0|QB
328|7|25|1|4|2|0|QB
281|156|0|0|5|1|0|QB
269|8|0|0|3|1|0|QB
310|61|0|0|4|0|0|QB
263|140|0|0|4|0|0|QB
398|200|25|1|7|0|0|QB
524|154|25|1|8|0|0|QB
367|-9|0|0|4|2|0|QB
229|88|25|1|4|0|0|QB
362|45|25|1|5|2|0|QB
314|97|0|0|5|0|0|QB
332|27|25|1|4|2|0|QB
519|-1|0|0|6|0|0|QB
404|90|0|0|5|2|0|QB
214|163|0|0|4|2|0|QB
408|97|25|1|6|1|0|QB
355|12|0|0|4|2|0|QB
321|114|25|1|5|0|0|QB
547|172|0|0|8|2|0|QB
399|23|0|0|5|2|0|QB
525|93|25|1|7|1|0|QB
324|94|25|1|5|2|0|QB
451|2|0|0|5|1|0|QB
502|172|25|1|7|1|0|QB
239|79|25|1|4|1|0|QB
589|200|0|0|9|0|0|QB
346|-10|0|0|4|1|0|QB
566|46|25|1|7|1|0|QB
422|162|0|0|6|0|0|QB
375|128|0|0|6|1|0|QB
501|38|0|0|6|0|0|QB
600|184|25|1|9|0|0|QB
387|198|0|0|6|1|0|QB
360|66|0|0|5|1|0|QB
310|72|25|1|4|1|0|QB
434|195|0|0|7|0|0|QB
573|39|0|0|7|1|0|QB
308|11|25|1|4|0|0|QB
360|49|25|1|5|0|0|QB
241|158|0|0|4|0|0|QB
426|16|0|0|5|1|0|QB
362|94|25|1|5|1|0|QB
538|103|25|1|7|1|0|QB
269|90|0|0|4|1|0|QB
546|73|25|1|7|1|0|QB
592|42|25|1|7|0|0|QB
553|79|0|0|7|0|0|QB
453|99|0|0|6|2|0|QB
389|135|0|0|6|0|0|QB
334|38|0|0|4|1|0|QB
249|26|25|1|3|2|0|QB
518|18|25|1|6|1|0|QB
340|179|25|1|6|0|0|QB
259|196|25|1|5|2|0|QB
247|77|25|1|4|1|0|QB
552|125|25|1|8|1|0|QB
320|-3|0|0|4|1|0|QB
522|96|0|0|7|0|0|QB
245|162|0|0|5|1|0|QB
475|-10|25|1|5|0|0|QB
473|173|25|1|7|1|0|QB
271|125|25|1|4|1|0|QB
323|161|0|0|5|1|0|QB
220|191|25|1|5|1|0|QB
341|195|0|0|6|2|0|QB
302|47|25|1|4|2|0|QB
260|79|25|1|4|1|0|QB
430|72|0|0|6|1|0|QB
283|53|25|1|4|1|0|QB
561|184|0|0|8|0|0|QB
314|11|0|0|4|0|0|QB
532|157|0|0|8|1|0|QB
535|167|25|1|8|1|0|QB
542|132|25|1|7|2|0|QB
549|119|25|1|7|2|0|QB
543|99|25|1|7|0|0|QB
434|114|25|1|6|2|0|QB
232|87|0|0|4|1|0|QB
397|136|25|1|6|2|0|QB
555|189|25|1|8|1|0|QB
314|149|25|1|5|0|0|QB
327|11|25|1|4|0|0|QB
600|-3|25|1|7|0|0|QB
428|-3|0|0|5|1|0|QB
562|89|25|1|7|1|0|QB
312|-9|25|1|3|0|0|QB
550|199|0|0|8|1|0|QB
257|144|25|1|4|2|0|QB
493|51|0|0|6|1|0|QB
268|106|25|1|4|0|0|QB
339|182|0|0|6|1|0|QB
572|92|25|1|7|1|0|QB
321|119|0|0|5|2|0|QB
270|34|0|0|3|0|0|QB
239|112|25|1|4|1|0|QB
559|8|0|0|6|2|0|QB
294|90|0|0|4|2|0|QB
447|200|25|1|7|1|0|QB
537|128|0|0|7|2|0|QB
543|170|0|0|8|1|0|QB
562|32|0|0|7|1|0|QB
246|138|0|0|4|0|0|QB
231|29|25|1|3|2|0|QB
378|17|0|0|4|2|0|QB
443|28|25|1|5|2|0|QB
243|184|25|1|5|0|0|QB
465|80|25|1|6|2|0|QB
508|61|25|1|6|0|0|QB
554|136|25|1|8|0|0|QB
520|56|25|1|6|1|0|QB
303|186|25|1|5|0|0|QB
449|70|0|0|6|0|0|QB
366|79|25|1|5|1|0|QB
505|63|0|0|6|2|0|QB
345|140|0|0|5|2|0|QB
391|111|25|1|6|0|0|QB
497|111|0|0|7|0|0|QB
555|85|0|0|7|1|0|QB
549|20|0|0|6|0|0|QB
288|120|0|0|5|2|0|QB
556|129|0|0|8|1|0|QB
548|89|25|1|7|2|0|QB
556|149|0|0|8|0|0|QB
315|88|0|0|4|0|0|QB
225|100|0|0|4|1|0|QB
283|143|25|1|5|0|0|QB
217|192|0|0|5|1|0|QB
490|23|0|0|6|0|0|QB
322|16|25|1|4|0|0|QB
246|58|25|1|3|2|0|QB
301|71|25|1|4|1|0|QB
458|112|25|1|6|1|0|QB
530|128|25|1|7|2|0|QB
290|104|0|0|4|1|0|QB
293|145|25|1|5|2|0|QB
571|104|0|0|8|1|0|QB
428|98|0|0|6|1|0|QB
265|110|25|1|4|1|0|QB
529|93|25|1|7|2|0|QB
378|172|25|1|6|2|0|QB
589|66|0|0|7|2|0|QB
534|-6|0|0|6|2|0|QB
525|131|25|1|7|0|0|QB
572|58|25|1|7|2|0|QB
341|99|0|0|5|1|0|QB
380|133|25|1|6|0|0|QB
358|90|25|1|5|2|0|QB
569|74|25|1|7|1|0|QB
281|28|0|0|3|0|0|QB
493|149|0|0|7|1|0|QB
340|121|0|0|5|1|0|QB
569|75|25|1|7|0|0|QB
542|129|25|1|7|0|0|QB
408|58|0|0|5|2|0|QB
583|169|25|1|8|1|0|QB
420|62|25|1|5|1|0|QB
508|187|0|0|8|2|0|QB
334|42|25|1|4|1|0|QB
311|187|25|1|6|1|0|QB
238|-8|25|1|3|2|0|QB
522|81|25|1|7|0|0|QB
445|194|0|0|7|1|0|QB
533|94|0|0|7|1|0|QB
495|114|0|0|7|2|0|QB
526|183|0|0|8|1|0|QB
526|110|25|1|7|0|0|QB
236|43|0|0|3|2|0|QB
362|12|25|1|4|2|0|QB
459|151|0|0|7|2|0|QB
596|13|0|0|7|0|0|QB
255|198|0|0|5|2|0|QB
370|175|25|1|6|1|0|QB
454|111|0|0|6|1|0|QB
528|145|0|0|7|1|0|QB
294|168|0|0|5|1|0|QB
594|71|25|1|7|2|0|QB
584|186|0|0|9|1|0|QB
479|36|25|1|6|1|0|QB
355|157|0|0|6|0|0|QB
297|183|0|0|5|0|0|QB
595|91|0|0|8|2|0|QB
389|176|25|1|6|0|0|QB
374|61|25|1|5|2|0|QB
473|52|25|1|6|1|0|QB
235|187|25|1|5|0|0|QB
335|130|0|0|5|0|0|QB
409|169|0|0|6|2|0|QB
323|135|25|1|5|0|0|QB
447|63|25|1|6|2|0|QB
217|183|25|1|4|2|0|QB
407|131|0|0|6|2|0|QB
562|52|0|0|7|2|0|QB
436|84|0|0|6|1|0|QB
202|46|25|1|3|2|0|QB
268|17|25|1|3|2|0|QB
389|61|25|1|5|0|0|QB
511|71|25|1|6|2|0|QB
400|1|25|1|4|2|0|QB
561|133|0|0|8|1|0|QB
236|56|0|0|3|0|0|QB
241|36|0|0|3|1|0|QB
298|-4|0|0|3|0|0|QB
523|56|0|0|6|1|0|QB
468|26|25|1|5|0|0|QB
387|140|0|0|6|1|0|QB
208|118|0|0|4|2|0|QB
475|-2|25|1|5|1|0|QB
416|178|0|0|7|1|0|QB
266|60|0|0|4|1|0|QB
296|14|0|0|3|0|0|QB
203|91|25|1|3|2|0|QB
321|118|25|1|5|1|0|QB
405|122|25|1|6|1|0|QB
235|97|0|0|4|2|0|QB
243|42|25|1|3|0|0|QB
269|0|0|0|3|2|0|QB
221|105|0|0|4|1|0|QB
249|25|0|0|3|0|0|QB
243|36|0|0|3|1|0|QB
407|72|0|0|5|0|0|QB
269|84|0|0|4|1|0|QB
297|86|25|1|4|1|0|QB
270|119|0|0|4|2|0|QB
443|156|0|0|7|2|0|QB
355|106|25|1|5|2|0|QB
364|168|0|0|6|1|0|QB
338|78|0|0|5|2|0|QB
583|108|25|1|8|0|0|QB
492|-7|25|1|5|2|0|QB
511|56|25|1|6|0|0|QB
338|54|0|0|4|2|0|QB
360|194|25|1|6|0|0|QB
449|40|25|1|5|1|0|QB
543|95|25|1|7|0|0|QB
447|36|25|1|5|2|0|QB
425|43|0|0|5|1|0|QB
512|17|0|0|6|0|0|QB
324|46|0|0|4|1|0|QB
546|174|25|1|8|0|0|QB
572|45|25|1|7|0|0|QB
440|0|0|0|5|2|0|QB
415|127|0|0|6|0|0|QB
215|184|25|1|4|1|0|QB
359|177|0|0|6|0|0|QB
284|22|0|0|3|2|0|QB
415|187|25|1|7|0|0|QB
583|167|25|1|8|2|0|QB
582|183|0|0|8|1|0|QB
335|83|0|0|5|0|0|QB
555|49|25|1|7|1|0|QB
315|50|25|1|4|2|0|QB
447|1|25|1|5|0|0|QB
353|142|25|1|6|2|0|QB
439|172|25|1|7|0|0|QB
385|187|25|1|6|1|0|QB
473|89|25|1|6|1|0|QB
540|161|25|1|8|0|0|QB
271|130|25|1|4|0|0|QB
456|144|0|0|7|0|0|QB
353|114|25|1|5|1|0|QB
406|200|0|0|7|1|0|QB
457|108|0|0|6|1|0|QB
579|24|0|0|7|0|0|QB
375|198|25|1|6|0|0|QB
302|40|0|0|4|2|0|QB
509|156|25|1|7|1|0|QB
305|142|0|0|5|1|0|QB
560|174|25|1|8|0|0|QB
531|7|25|1|6|2|0|QB
555|64|25|1|7|1|0|QB
264|86|0|0|4|1|0|QB
272|148|25|1|5|1|0|QB
217|134|25|1|4|2|0|QB
358|40|0|0|4|2|0|QB
309|118|25|1|5|1|0|QB
499|87|0|0|7|0|0|QB
291|83|25|1|4|2|0|QB
584|97|0|0|8|2|0|QB
600|180|0|0|9|2|0|QB
425|42|25|1|5|0|0|QB
239|44|0|0|3|2|0|QB
247|27|25|1|3|0|0|QB
377|80|25|1|5|2|0|QB
543|-3|25|1|6|1|0|QB
235|17|25|1|3|2|0|QB
309|198|25|1|6|0|0|QB
425|94|0|0|6|2|0|QB
487|74|0|0|6|1|0|QB
226|-6|0|0|2|0|0|QB
547|29|0|0|6|2|0|QB
393|166|25|1|6|1|0|QB
244|39|25|1|3|0|0|QB
519|145|25|1|7|0|0|QB
272|28|0|0|3|2|0|QB
207|46|0|0|3|2|0|QB
352|133|25|1|5|0|0|QB
555|139|25|1|8|1|0|QB
591|36|0|0|7|0|0|QB
234|36|25|1|3|0|0|QB
289|106|25|1|4|2|0|QB
509|13|25|1|6|2|0|QB
430|159|0|0|7|2|0|QB
528|19|0|0|6|0|0|QB
381|137|25|1|6|1|0|QB
500|15|25|1|6|2|0|QB
544|199|25|1|8|0|0|QB
485|30|0|0|6|1|0|QB
529|171|0|0|8|1|0|QB
220|81|0|0|3|0|0|QB
596|197|0|0|9|2|0|QB
226|162|0|0|4|0|0|QB
305|191|25|1|6|2|0|QB
360|192|0|0|6|1|0|QB
518|66|0|0|6|1|0|QB
363|32|25|1|4|1|0|QB
280|187|25|1|5|2|0|QB
425|8|25|1|5|2|0|QB
495|100|0|0|7|2|0|QB
591|170|0|0|8|2|0|QB
588|86|25|1|7|0|0|QB
590|43|25|1|7|1|0|QB
227|195|0|0|5|2|0|QB
389|123|25|1|6|1|0|QB
409|115|0|0|6|1|0|QB
553|41|0|0|7|0|0|QB
227|-7|0|0|2|0|0|QB
316|159|0|0|5|0|0|QB
390|50|0|0|5|1|0|QB
546|50|0|0|7|1|0|QB
244|118|0|0|4|1|0|QB
383|18|0|0|4|1|0|QB
435|109|25|1|6|0|0|QB
387|11|0|0|4|2|0|QB
435|51|0|0|5|2|0|QB
520|144|25|1|7|0|0|QB
256|17|25|1|3|2|0|QB
326|17|25|1|4|2|0|QB
497|9|0|0|6|1|0|QB
329|47|0|0|4|1|0|QB
452|87|0|0|6|1|0|QB
