PassYards|RushYards|ReceivingYards|Receptions|Touchdowns|Interceptions|Fumbles|Position
0|161|64|8|3|0|1|RB
0|206|65|8|4|0|0|RB
0|151|40|5|3|0|0|RB
0|219|62|8|4|0|1|RB
0|144|80|10|3|0|1|RB
0|168|28|4|3|0|0|RB
0|160|6|1|2|0|0|RB
0|222|40|5|4|0|1|RB
0|196|15|2|3|0|0|RB
0|186|23|3|3|0|1|RB
0|96|12|2|2|0|1|RB
0|142|19|2|2|0|1|RB
0|196|46|6|3|0|1|RB
0|125|30|4|2|0|1|RB
0|165|66|8|3|0|0|RB
0|95|91|11|3|0|0|RB
0|107|56|7|2|0|1|RB
0|115|27|3|2|0|1|RB
0|194|10|1|3|0|0|RB
0|207|87|11|4|0|1|RB
0|196|9|1|3|0|1|RB
0|137|44|6|3|0|1|RB
0|202|3|0|3|0|1|RB
0|139|3|0|2|0|0|RB
0|53|82|10|2|0|1|RB
0|55|36|4|1|0|1|RB
0|190|43|5|3|0|0|RB
0|89|69|9|2|0|0|RB
0|52|36|4|1|0|1|RB
0|194|85|11|4|0|1|RB
0|102|70|9|2|0|0|RB
0|214|48|6|4|0|1|RB
0|91|30|4|2|0|1|RB
0|182|4|0|3|0|0|RB
0|51|24|3|1|0|1|RB
0|65|18|2|1|0|1|RB
0|122|68|8|3|0|0|RB
0|173|76|10|4|0|1|RB
0|191|25|3|3|0|0|RB
0|120|20|2|2|0|1|RB
0|184|74|9|4|0|0|RB
0|60|96|12|2|0|1|RB
0|182|39|5|3|0|0|RB
0|62|54|7|2|0|0|RB
0|116|6|1|2|0|1|RB
0|68|8|1|1|0|1|RB
0|93|89|11|3|0|0|RB
0|198|73|9|4|0|1|RB
0|119|100|12|3|0|1|RB
0|143|20|2|2|0|1|RB
0|122|29|4|2|0|1|RB
0|219|82|10|4|0|1|RB
0|88|65|8|2|0|1|RB
0|82|35|4|2|0|1|RB
0|92|63|8|2|0|1|RB
0|165|33|4|3|0|1|RB
0|56|41|5|1|0|1|RB
0|100|75|9|2|0|0|RB
0|67|12|2|1|0|1|RB
0|98|39|5|2|0|1|RB
0|152|63|8|3|0|0|RB
0|55|86|11|2|0|1|RB
0|141|88|11|3|0|0|RB
0|130|11|1|2|0|0|RB
0|188|69|9|4|0|0|RB
0|219|71|9|4|0|1|RB
0|203|29|4|3|0|0|RB
0|124|77|10|3|0|1|RB
0|134|36|4|2|0|1|RB
0|166|7|1|2|0|1|RB
0|212|39|5|4|0|1|RB
0|178|0|0|3|0|1|RB
0|180|32|4|3|0|1|RB
0|94|92|12|3|0|1|RB
0|152|22|3|2|0|0|RB
0|192|89|11|4|0|1|RB
0|155|24|3|3|0|0|RB
0|89|22|3|2|0|1|RB
0|77|46|6|2|0|1|RB
0|222|1|0|3|0|0|RB
0|141|91|11|3|0|1|RB
0|170|9|1|3|0|1|RB
0|204|57|7|4|0|0|RB
0|185|65|8|4|0|0|RB
0|99|73|9|2|0|1|RB
0|62|55|7|2|0|1|RB
0|220|68|8|4|0|1|RB
0|130|5|1|2|0|0|RB
0|131|98|12|3|0|0|RB
0|201|88|11|4|0|0|RB
0|118|68|8|3|0|1|RB
0|95|11|1|2|0|1|RB
0|112|87|11|3|0|0|RB
0|110|40|5|2|0|1|RB
0|225|83|10|4|0|1|RB
0|114|28|4|2|0|0|RB
0|199|2|0|3|0|1|RB
0|126|51|6|3|0|1|RB
0|78|82|10|2|0|1|RB
0|131|75|9|3|0|0|RB
0|52|71|9|2|0|1|RB
0|158|86|11|3|0|1|RB
0|50|68|8|2|0|1|RB
0|54|24|3|1|0|1|RB
0|103|80|10|3|0|0|RB
0|76|57|7|2|0|1|RB
0|53|18|2|1|0|0|RB
0|73|73|9|2|0|1|RB
0|96|40|5|2|0|0|RB
0|168|11|1|3|0|1|RB
0|86|37|5|2|0|0|RB
0|222|80|10|4|0|1|RB
0|154|23|3|3|0|1|RB
0|212|41|5|4|0|0|RB
0|214|55|7|4|0|1|RB
0|125|9|1|2|0|1|RB
0|100|73|9|2|0|0|RB
0|132|64|8|3|0|0|RB
0|146|90|11|3|0|1|RB
0|73|77|10|2|0|1|RB
0|65|99|12|2|0|1|RB
0|173|30|4|3|0|1|RB
0|62|9|1|1|0|0|RB
0|157|58|7|3|0|0|RB
0|62|70|9|2|0|0|RB
0|207|77|10|4|0|1|RB
0|145|93|12|3|0|0|RB
0|95|32|4|2|0|0|RB
0|172|81|10|4|0|1|RB
0|213|92|12|4|0|1|RB
0|166|71|9|3|0|1|RB
0|120|89|11|3|0|0|RB
0|198|63|8|4|0|0|RB
0|156|56|7|3|0|0|RB
0|88|22|3|2|0|1|RB
0|108|3|0|2|0|1|RB
0|197|23|3|3|0|1|RB
0|89|33|4|2|0|0|RB
0|153|46|6|3|0|0|RB
0|209|33|4|3|0|0|RB
0|70|82|10|2|0|0|RB
0|50|11|1|1|0|1|RB
0|105|23|3|2|0|0|RB
0|133|10|1|2|0|0|RB
0|111|43|5|2|0|0|RB
0|88|81|10|2|0|1|RB
0|52|41|5|1|0|1|RB
0|126|55|7|3|0|0|RB
0|133|1|0|2|0|1|RB
0|115|5|1|2|0|0|RB
0|187|29|4|3|0|0|RB
0|111|29|4|2|0|1|RB
0|213|100|12|4|0|0|RB
0|59|84|10|2|0|1|RB
0|152|95|12|4|0|1|RB
0|174|26|3|3|0|0|RB
0|111|82|10|3|0|0|RB
0|123|0|0|2|0|1|RB
0|190|5|1|3|0|1|RB
0|202|29|4|3|0|1|RB
0|150|22|3|2|0|1|RB
0|138|93|12|3|0|0|RB
0|66|50|6|2|0|1|RB
0|218|6|1|3|0|0|RB
0|188|60|8|4|0|0|RB
0|204|100|12|4|0|0|RB
0|219|53|7|4|0|1|RB
0|142|58|7|3|0|0|RB
0|204|71|9|4|0|1|RB
0|52|47|6|1|0|0|RB
0|161|42|5|3|0|1|RB
0|111|11|1|2|0|1|RB
0|159|17|2|3|0|1|RB
0|133|53|7|3|0|1|RB
0|104|47|6|2|0|1|RB
0|81|74|9|2|0|0|RB
0|210|23|3|3|0|0|RB
0|76|33|4|2|0|1|RB
0|174|47|6|3|0|0|RB
0|185|39|5|3|0|0|RB
0|211|91|11|4|0|0|RB
0|105|37|5|2|0|1|RB
0|54|20|2|1|0|0|RB
0|55|75|9|2|0|0|RB
0|117|9|1|2|0|1|RB
0|145|62|8|3|0|1|RB
0|122|28|4|2|0|0|RB
0|154|27|3|3|0|1|RB
0|185|38|5|3|0|0|RB
0|87|62|8|2|0|0|RB
0|174|96|12|4|0|0|RB
0|76|62|8|2|0|0|RB
0|202|2|0|3|0|1|RB
0|71|88|11|2|0|1|RB
0|127|56|7|3|0|1|RB
0|56|19|2|1|0|1|RB
0|104|93|12|3|0|1|RB
0|92|74|9|2|0|1|RB
0|54|26|3|1|0|1|RB
0|119|33|4|2|0|1|RB
0|77|13|2|1|0|1|RB
0|139|92|12|3|0|1|RB
0|193|86|11|4|0|0|RB
0|78|16|2|1|0|1|RB
0|188|63|8|4|0|0|RB
0|55|100|12|2|0|1|RB
0|163|47|6|3|0|1|RB
0|221|54|7|4|0|1|RB
0|129|98|12|3|0|1|RB
0|99|22|3|2|0|1|RB
0|180|23|3|3|0|0|RB
0|52|84|10|2|0|0|RB
0|200|86|11|4|0|1|RB
0|128|81|10|3|0|0|RB
0|106|1|0|2|0|0|RB
0|109|19|2|2|0|1|RB
0|210|77|10|4|0|0|RB
0|212|19|2|3|0|0|RB
0|213|52|6|4|0|1|RB
0|63|50|6|2|0|0|RB
0|218|49|6|4|0|0|RB
0|73|22|3|1|0|0|RB
0|60|72|9|2|0|0|RB
0|207|21|3|3|0|1|RB
0|137|85|11|3|0|1|RB
0|185|73|9|4|0|1|RB
0|219|30|4|4|0|1|RB
0|173|22|3|3|0|0|RB
0|97|75|9|2|0|0|RB
0|187|51|6|3|0|1|RB
0|199|51|6|4|0|1|RB
0|59|9|1|1|0|1|RB
0|186|3|0|3|0|0|RB
0|187|2|0|3|0|1|RB
0|96|6|1|1|0|1|RB
0|140|29|4|2|0|1|RB
0|112|81|10|3|0|1|RB
0|90|38|5|2|0|1|RB
0|56|40|5|1|0|0|RB
0|90|10|1|1|0|0|RB
0|85|39|5|2|0|1|RB
0|153|84|10|3|0|0|RB
0|167|61|8|3|0|1|RB
0|147|7|1|2|0|0|RB
0|101|58|7|2|0|0|RB
0|217|74|9|4|0|1|RB
0|166|44|6|3|0|1|RB
0|138|31|4|2|0|1|RB
0|146|4|0|2|0|1|RB
0|122|27|3|2|0|0|RB
0|193|8|1|3|0|0|RB
0|110|55|7|2|0|1|RB
0|127|87|11|3|0|0|RB
0|57|30|4|1|0|0|RB
0|111|60|8|2|0|1|RB
0|102|22|3|2|0|1|RB
0|71|8|1|1|0|1|RB
0|180|66|8|4|0|1|RB
0|97|42|5|2|0|1|RB
0|134|29|4|2|0|0|RB
0|222|55|7|4|0|0|RB
0|147|76|10|3|0|0|RB
0|162|33|4|3|0|0|RB
0|199|87|11|4|0|0|RB
0|194|39|5|3|0|1|RB
0|197|5|1|3|0|1|RB
0|76|97|12|2|0|1|RB
0|175|99|12|4|0|0|RB
0|191|48|6|3|0|0|RB
0|158|11|1|2|0|0|RB
0|97|45|6|2|0|0|RB
0|134|50|6|3|0|1|RB
0|98|68|8|2|0|0|RB
0|170|74|9|3|0|0|RB
0|122|77|10|3|0|1|RB
0|188|30|4|3|0|0|RB
0|102|100|12|3|0|0|RB
0|197|84|10|4|0|1|RB
0|205|57|7|4|0|1|RB
0|193|35|4|3|0|1|RB
0|131|73|9|3|0|0|RB
0|179|33|4|3|0|1|RB
0|205|35|4|3|0|0|RB
0|170|27|3|3|0|0|RB
0|159|7|1|2|0|1|RB
0|190|3|0|3|0|1|RB
0|197|54|7|4|0|1|RB
0|219|14|2|3|0|1|RB
0|103|7|1|2|0|1|RB
0|73|60|8|2|0|0|RB
0|196|79|10|4|0|1|RB
0|138|94|12|3|0|0|RB
0|210|27|3|3|0|0|RB
0|188|74|9|4|0|1|RB
0|224|8|1|3|0|0|RB
0|191|70|9|4|0|1|RB
0|104|83|10|3|0|0|RB
0|111|59|7|2|0|0|RB
0|133|43|5|3|0|1|RB
0|91|22|3|2|0|0|RB
0|139|19|2|2|0|0|RB
0|101|24|3|2|0|1|RB
0|192|31|4|3|0|0|RB
0|113|93|12|3|0|1|RB
0|101|100|12|3|0|1|RB
0|94|99|12|3|0|0|RB
0|56|1|0|1|0|0|RB
0|152|53|7|3|0|1|RB
0|177|39|5|3|0|0|RB
0|121|25|3|2|0|1|RB
0|128|97|12|3|0|0|RB
0|53|45|6|1|0|1|RB
0|159|91|11|4|0|1|RB
0|121|73|9|3|0|0|RB
0|202|77|10|4|0|0|RB
0|111|70|9|3|0|1|RB
0|157|53|7|3|0|1|RB
0|166|79|10|4|0|1|RB
0|73|9|1|1|0|0|RB
0|161|81|10|3|0|0|RB
0|190|32|4|3|0|1|RB
0|79|49|6|2|0|0|RB
0|89|2|0|1|0|1|RB
0|199|69|9|4|0|0|RB
0|77|29|4|2|0|1|RB
0|200|47|6|4|0|1|RB
0|191|75|9|4|0|1|RB
0|124|88|11|3|0|1|RB
0|161|100|12|4|0|0|RB
0|200|97|12|4|0|0|RB
0|71|41|5|2|0|1|RB
0|68|67|8|2|0|0|RB
0|174|6|1|3|0|0|RB
0|153|19|2|2|0|0|RB
0|113|18|2|2|0|1|RB
0|206|19|2|3|0|0|RB
0|132|94|12|3|0|0|RB
0|53|91|11|2|0|0|RB
0|110|15|2|2|0|1|RB
0|148|6|1|2|0|0|RB
0|128|59|7|3|0|0|RB
0|98|16|2|2|0|0|RB
0|126|41|5|2|0|0|RB
0|92|67|8|2|0|1|RB
0|194|35|4|3|0|0|RB
0|96|53|7|2|0|1|RB
0|181|46|6|3|0|1|RB
0|114|89|11|3|0|0|RB
0|147|4|0|2|0|0|RB
0|110|41|5|2|0|1|RB
0|59|100|12|2|0|1|RB
0|148|62|8|3|0|1|RB
0|134|8|1|2|0|0|RB
0|111|93|12|3|0|1|RB
0|144|100|12|3|0|1|RB
0|113|43|5|2|0|0|RB
0|108|5|1|2|0|0|RB
0|106|21|3|2|0|0|RB
0|129|47|6|3|0|1|RB
0|97|46|6|2|0|1|RB
0|116|83|10|3|0|0|RB
0|214|11|1|3|0|1|RB
0|111|78|10|3|0|0|RB
0|108|71|9|3|0|1|RB
0|122|77|10|3|0|1|RB
0|140|70|9|3|0|0|RB
0|121|25|3|2|0|1|RB
0|144|31|4|2|0|1|RB
0|111|65|8|3|0|0|RB
0|59|41|5|1|0|1|RB
0|135|23|3|2|0|1|RB
0|139|88|11|3|0|1|RB
0|59|16|2|1|0|0|RB
0|146|82|10|3|0|1|RB
0|162|52|6|3|0|1|RB
0|135|35|4|2|0|1|RB
0|76|49|6|2|0|0|RB
0|81|89|11|2|0|0|RB
0|175|68|8|3|0|1|RB
0|51|99|12|2|0|1|RB
0|76|76|10|2|0|0|RB
0|219|21|3|3|0|0|RB
0|202|30|4|3|0|1|RB
0|152|21|3|2|0|1|RB
0|156|48|6|3|0|0|RB
0|152|3|0|2|0|1|RB
0|204|55|7|4|0|0|RB
0|178|66|8|3|0|1|RB
0|135|69|9|3|0|1|RB
0|173|100|12|4|0|1|RB
0|210|55|7|4|0|1|RB
0|89|21|3|2|0|1|RB
0|183|49|6|3|0|0|RB
0|217|27|3|3|0|1|RB
0|63|85|11|2|0|1|RB
0|192|31|4|3|0|0|RB
0|55|87|11|2|0|0|RB
0|55|46|6|1|0|0|RB
0|176|28|4|3|0|0|RB
0|193|7|1|3|0|1|RB
0|113|16|2|2|0|1|RB
0|75|65|8|2|0|1|RB
0|72|16|2|1|0|1|RB
0|172|48|6|3|0|1|RB
0|180|58|7|3|0|0|RB
0|77|81|10|2|0|1|RB
0|50|49|6|1|0|1|RB
0|88|99|12|3|0|0|RB
0|60|0|0|1|0|0|RB
0|217|39|5|4|0|1|RB
0|169|79|10|4|0|0|RB
0|200|98|12|4|0|0|RB
0|209|80|10|4|0|0|RB
0|88|0|0|1|0|0|RB
0|101|47|6|2|0|0|RB
0|221|36|4|4|0|0|RB
0|179|37|5|3|0|0|RB
0|143|66|8|3|0|0|RB
0|164|32|4|3|0|1|RB
0|148|29|4|3|0|1|RB
0|170|77|10|4|0|1|RB
0|107|27|3|2|0|0|RB
0|101|44|6|2|0|1|RB
0|198|36|4|3|0|0|RB
0|131|79|10|3|0|0|RB
0|174|6|1|3|0|0|RB
0|179|7|1|3|0|1|RB
0|167|31|4|3|0|1|RB
0|190|70|9|4|0|0|RB
0|187|27|3|3|0|0|RB
0|68|68|8|2|0|1|RB
0|77|99|12|3|0|0|RB
0|141|69|9|3|0|0|RB
0|70|48|6|2|0|0|RB
0|123|95|12|3|0|0|RB
0|91|29|4|2|0|1|RB
0|168|67|8|3|0|0|RB
0|192|52|6|3|0|1|RB
0|143|72|9|3|0|1|RB
0|111|24|3|2|0|0|RB
0|121|7|1|2|0|1|RB
0|53|41|5|1|0|0|RB
0|185|70|9|4|0|1|RB
0|195|20|2|3|0|1|RB
0|196|22|3|3|0|1|RB
0|197|38|5|3|0|1|RB
0|137|56|7|3|0|0|RB
0|63|26|3|1|0|1|RB
0|170|0|0|2|0|1|RB
0|82|73|9|2|0|0|RB
0|55|60|8|2|0|0|RB
0|121|50|6|2|0|1|RB
0|193|49|6|3|0|1|RB
0|195|83|10|4|0|1|RB
0|82|80|10|2|0|1|RB
0|225|60|8|4|0|1|RB
0|207|37|5|3|0|0|RB
0|225|100|12|5|0|1|RB
0|179|18|2|3|0|0|RB
0|60|38|5|1|0|0|RB
0|130|79|10|3|0|1|RB
0|186|74|9|4|0|1|RB
0|195|88|11|4|0|0|RB
0|132|15|2|2|0|1|RB
0|209|68|8|4|0|0|RB
0|140|54|7|3|0|1|RB
0|76|78|10|2|0|0|RB
0|161|61|8|3|0|0|RB
0|211|32|4|3|0|1|RB
0|128|10|1|2|0|0|RB
0|85|1|0|1|0|0|RB
0|114|32|4|2|0|1|RB
0|151|90|11|3|0|0|RB
0|153|79|10|3|0|1|RB
0|224|34|4|4|0|0|RB
0|92|23|3|2|0|0|RB
0|102|63|8|2|0|0|RB
0|87|13|2|1|0|1|RB
0|164|79|10|3|0|1|RB
0|151|87|11|3|0|0|RB
0|219|89|11|4|0|1|RB
0|162|88|11|4|0|1|RB
0|125|44|6|2|0|0|RB
0|91|4|0|1|0|0|RB
0|165|54|7|3|0|0|RB
0|197|46|6|3|0|1|RB
0|84|98|12|3|0|1|RB
0|169|18|2|3|0|1|RB
0|87|25|3|2|0|1|RB
0|131|53|7|3|0|1|RB
0|113|72|9|3|0|0|RB
0|158|40|5|3|0|1|RB
0|70|69|9|2|0|1|RB
0|107|25|3|2|0|0|RB
0|157|9|1|2|0|1|RB
0|138|28|4|2|0|1|RB
0|54|67|8|2|0|1|RB
0|187|93|12|4|0|1|RB
0|99|30|4|2|0|0|RB
0|190|3|0|3|0|1|RB
0|202|20|2|3|0|0|RB
0|161|23|3|3|0|1|RB
0|61|94|12|2|0|1|RB
0|205|41|5|4|0|1|RB
0|178|86|11|4|0|0|RB
0|77|15|2|1|0|1|RB
0|83|77|10|2|0|0|RB
0|203|81|10|4|0|1|RB
0|81|94|12|2|0|1|RB
0|197|27|3|3|0|0|RB
0|67|98|12|2|0|1|RB
0|219|52|6|4|0|0|RB
0|92|59|7|2|0|0|RB
0|174|75|9|4|0|0|RB
0|56|5|1|1|0|0|RB
0|79|99|12|3|0|1|RB
0|130|67|8|3|0|0|RB
0|63|15|2|1|0|0|RB
0|107|13|2|2|0|1|RB
0|223|49|6|4|0|0|RB
0|135|63|8|3|0|0|RB
0|82|17|2|1|0|1|RB
0|158|72|9|3|0|1|RB
0|62|45|6|2|0|0|RB
0|82|68|8|2|0|0|RB
0|160|47|6|3|0|1|RB
0|89|0|0|1|0|1|RB
0|77|95|12|2|0|1|RB
0|104|56|7|2|0|1|RB
0|57|74|9|2|0|0|RB
0|119|65|8|3|0|1|RB
0|216|71|9|4|0|0|RB
0|141|50|6|3|0|1|RB
0|201|97|12|4|0|1|RB
0|70|33|4|1|0|0|RB
0|95|57|7|2|0|1|RB
0|62|77|10|2|0|0|RB
0|224|58|7|4|0|0|RB
0|59|78|10|2|0|0|RB
0|148|43|5|3|0|1|RB
0|100|98|12|3|0|0|RB
0|124|50|6|2|0|1|RB
0|177|50|6|3|0|0|RB
0|220|75|9|4|0|0|RB
0|163|16|2|3|0|0|RB
0|164|3|0|2|0|1|RB
0|121|24|3|2|0|0|RB
0|80|27|3|2|0|0|RB
0|188|88|11|4|0|0|RB
0|175|63|8|3|0|1|RB
0|164|97|12|4|0|0|RB
0|175|34|4|3|0|0|RB
0|176|36|4|3|0|1|RB
0|220|14|2|3|0|0|RB
0|197|1|0|3|0|0|RB
0|54|85|11|2|0|0|RB
0|178|10|1|3|0|1|RB
0|98|74|9|2|0|0|RB
0|171|27|3|3|0|0|RB
0|115|11|1|2|0|1|RB
0|124|1|0|2|0|0|RB
0|124|74|9|3|0|1|RB
0|198|74|9|4|0|0|RB
0|155|14|2|2|0|1|RB
0|85|57|7|2|0|1|RB
0|123|95|12|3|0|1|RB
0|99|9|1|2|0|0|RB
0|199|31|4|3|0|1|RB
0|87|53|7|2|0|1|RB
0|133|52|6|3|0|0|RB
0|155|70|9|3|0|0|RB
0|171|77|10|4|0|0|RB
0|200|24|3|3|0|0|RB
0|114|52|6|2|0|1|RB
0|96|63|8|2|0|1|RB
0|138|3|0|2|0|0|RB
0|153|30|4|3|0|0|RB
0|176|49|6|3|0|1|RB
0|156|31|4|3|0|1|RB
0|87|17|2|1|0|1|RB
0|183|21|3|3|0|1|RB
0|77|5|1|1|0|0|RB
0|220|34|4|4|0|0|RB
0|56|2|0|1|0|0|RB
0|182|80|10|4|0|0|RB
0|204|24|3|3|0|1|RB
0|103|54|7|2|0|0|RB
0|62|32|4|1|0|0|RB
0|184|23|3|3|0|0|RB
0|107|52|6|2|0|1|RB
0|210|2|0|3|0|0|RB
0|70|12|2|1|0|1|RB
0|56|10|1|1|0|1|RB
0|116|73|9|3|0|0|RB
0|224|14|2|3|0|1|RB
0|191|11|1|3|0|0|RB
0|88|79|10|2|0|1|RB
0|174|76|10|4|0|1|RB
0|100|93|12|3|0|0|RB
0|177|81|10|4|0|0|RB
0|131|88|11|3|0|0|RB
0|134|15|2|2|0|1|RB
0|172|45|6|3|0|0|RB
0|129|66|8|3|0|0|RB
0|60|11|1|1|0|0|RB
0|216|29|4|4|0|1|RB
0|153|34|4|3|0|1|RB
